id,name,trait,variants,license_class,license,first_author,journal,year
PGS002978,ExPRSweb_Height_GIANT-Yang2012-height_PRSCS_MGI_20211120,Height,996356,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002979,ExPRSweb_Height_ieu-a-89_LASSOSUM_MGI_20211120,Height,280347,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002980,ExPRSweb_Height_ieu-a-89_PT_MGI_20211120,Height,2469,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002981,ExPRSweb_Height_ieu-a-89_PLINK_MGI_20211120,Height,2500,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002982,ExPRSweb_Height_ieu-a-89_DBSLMM_MGI_20211120,Height,912901,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002983,ExPRSweb_Height_ieu-a-89_PRSCS_MGI_20211120,Height,915020,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002984,ExPRSweb_Height_GIANT-Yang2012-height_LASSOSUM_UKB_20211120,Height,67333,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002985,ExPRSweb_Height_GIANT-Yang2012-height_PT_UKB_20211120,Height,31267,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002986,ExPRSweb_Height_GIANT-Yang2012-height_PLINK_UKB_20211120,Height,31700,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002987,ExPRSweb_Height_GIANT-Yang2012-height_DBSLMM_UKB_20211120,Height,1661426,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002988,ExPRSweb_Height_GIANT-Yang2012-height_PRSCS_UKB_20211120,Height,996840,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002989,ExPRSweb_Height_ieu-a-89_LASSOSUM_UKB_20211120,Height,282132,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002990,ExPRSweb_Height_ieu-a-89_PT_UKB_20211120,Height,6903,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002991,ExPRSweb_Height_ieu-a-89_PLINK_UKB_20211120,Height,7080,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002992,ExPRSweb_Height_ieu-a-89_DBSLMM_UKB_20211120,Height,464103,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002993,ExPRSweb_Height_ieu-a-89_PRSCS_UKB_20211120,Height,915553,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002994,ExPRSweb_Hypertension_20002-1065_LASSOSUM_MGI_20211120,Hypertension,724579,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002995,ExPRSweb_Hypertension_20002-1065_PT_MGI_20211120,Hypertension,26671,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002996,ExPRSweb_Hypertension_20002-1065_PLINK_MGI_20211120,Hypertension,25909,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002997,ExPRSweb_Hypertension_20002-1065_DBSLMM_MGI_20211120,Hypertension,7601215,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002998,ExPRSweb_Hypertension_20002-1065_PRSCS_MGI_20211120,Hypertension,1113832,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS002999,ExPRSweb_Hypertension_20002-1072_LASSOSUM_MGI_20211120,Hypertension,313080,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003000,ExPRSweb_Hypertension_20002-1072_PT_MGI_20211120,Hypertension,83829,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003001,ExPRSweb_Hypertension_20002-1072_PLINK_MGI_20211120,Hypertension,81218,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003002,ExPRSweb_Hypertension_20002-1072_DBSLMM_MGI_20211120,Hypertension,7601215,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003003,ExPRSweb_Hypertension_20002-1072_PRSCS_MGI_20211120,Hypertension,1109030,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003004,ExPRSweb_Hypertension_finngen-R4-FG_LASSOSUM_MGI_20211120,Hypertension,4943,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003005,ExPRSweb_Hypertension_finngen-R4-FG_PT_MGI_20211120,Hypertension,2860,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003006,ExPRSweb_Hypertension_finngen-R4-FG_PLINK_MGI_20211120,Hypertension,5212,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003007,ExPRSweb_Hypertension_finngen-R4-FG_DBSLMM_MGI_20211120,Hypertension,359,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003008,ExPRSweb_Hypertension_finngen-R4-FG_PRSCS_MGI_20211120,Hypertension,12076,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003009,ExPRSweb_Hypertension_finngen-R4-I9_LASSOSUM_MGI_20211120,Hypertension,5226,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003010,ExPRSweb_Hypertension_finngen-R4-I9_PT_MGI_20211120,Hypertension,1894,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003011,ExPRSweb_Hypertension_finngen-R4-I9_PLINK_MGI_20211120,Hypertension,3300,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003012,ExPRSweb_Hypertension_finngen-R4-I9_DBSLMM_MGI_20211120,Hypertension,361,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003013,ExPRSweb_Hypertension_finngen-R4-I9_PRSCS_MGI_20211120,Hypertension,12076,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003014,ExPRSweb_Hypertension_I10_LASSOSUM_MGI_20211120,Hypertension,294142,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003015,ExPRSweb_Hypertension_I10_PT_MGI_20211120,Hypertension,58725,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003016,ExPRSweb_Hypertension_I10_PLINK_MGI_20211120,Hypertension,56978,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003017,ExPRSweb_Hypertension_I10_DBSLMM_MGI_20211120,Hypertension,7094727,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003018,ExPRSweb_Hypertension_I10_PRSCS_MGI_20211120,Hypertension,1096197,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003019,ExPRSweb_Hypertension_finngen-R4-FG_LASSOSUM_UKB_20211120,Hypertension,6731,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003020,ExPRSweb_Hypertension_finngen-R4-FG_PT_UKB_20211120,Hypertension,24,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003021,ExPRSweb_Hypertension_finngen-R4-FG_PLINK_UKB_20211120,Hypertension,24,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003022,ExPRSweb_Hypertension_finngen-R4-FG_DBSLMM_UKB_20211120,Hypertension,56,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003023,ExPRSweb_Hypertension_finngen-R4-FG_PRSCS_UKB_20211120,Hypertension,12097,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003024,ExPRSweb_Hypertension_finngen-R4-I9_LASSOSUM_UKB_20211120,Hypertension,7123,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003025,ExPRSweb_Hypertension_finngen-R4-I9_PT_UKB_20211120,Hypertension,9,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003026,ExPRSweb_Hypertension_finngen-R4-I9_PLINK_UKB_20211120,Hypertension,9,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003027,ExPRSweb_Hypertension_finngen-R4-I9_DBSLMM_UKB_20211120,Hypertension,59,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003028,ExPRSweb_Hypertension_finngen-R4-I9_PRSCS_UKB_20211120,Hypertension,12097,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003029,ExPRSweb_LDL_30780-irnt_LASSOSUM_MGI_20211120,LDL cholesterol,549112,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003030,ExPRSweb_LDL_30780-irnt_PT_MGI_20211120,LDL cholesterol,2066,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003031,ExPRSweb_LDL_30780-irnt_PLINK_MGI_20211120,LDL cholesterol,2609,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003032,ExPRSweb_LDL_30780-irnt_DBSLMM_MGI_20211120,LDL cholesterol,7457930,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003033,ExPRSweb_LDL_30780-irnt_PRSCS_MGI_20211120,LDL cholesterol,1113830,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003034,ExPRSweb_LDL_30780-raw_LASSOSUM_MGI_20211120,LDL cholesterol,552845,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003035,ExPRSweb_LDL_30780-raw_PT_MGI_20211120,LDL cholesterol,2288,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003036,ExPRSweb_LDL_30780-raw_PLINK_MGI_20211120,LDL cholesterol,2935,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003037,ExPRSweb_LDL_30780-raw_DBSLMM_MGI_20211120,LDL cholesterol,8918470,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003038,ExPRSweb_LDL_30780-raw_PRSCS_MGI_20211120,LDL cholesterol,1113830,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003039,ExPRSweb_PUFAs_MAGNETIC-otPUFA_LASSOSUM_UKB_20211120,Polyunsatturated fatty acids,378933,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003040,ExPRSweb_PUFAs_MAGNETIC-otPUFA_PT_UKB_20211120,Polyunsatturated fatty acids,13,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003041,ExPRSweb_PUFAs_MAGNETIC-otPUFA_PLINK_UKB_20211120,Polyunsatturated fatty acids,13,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003042,ExPRSweb_PUFAs_MAGNETIC-otPUFA_DBSLMM_UKB_20211120,Polyunsatturated fatty acids,272,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003043,ExPRSweb_PUFAs_MAGNETIC-otPUFA_PRSCS_UKB_20211120,Polyunsatturated fatty acids,1116151,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003044,ExPRSweb_Smoking_20116-1_LASSOSUM_MGI_20211120,Smoking status,520707,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003045,ExPRSweb_Smoking_20116-1_PT_MGI_20211120,Smoking status,14682,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003046,ExPRSweb_Smoking_20116-1_PLINK_MGI_20211120,Smoking status,27004,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003047,ExPRSweb_Smoking_20116-1_DBSLMM_MGI_20211120,Smoking status,7075957,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003048,ExPRSweb_Smoking_20116-1_PRSCS_MGI_20211120,Smoking status,1113832,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003049,ExPRSweb_Smoking_20116-2_LASSOSUM_MGI_20211120,Smoking status,515021,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003050,ExPRSweb_Smoking_20116-2_PT_MGI_20211120,Smoking status,1485,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003051,ExPRSweb_Smoking_20116-2_PLINK_MGI_20211120,Smoking status,2146,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003052,ExPRSweb_Smoking_20116-2_DBSLMM_MGI_20211120,Smoking status,6575783,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003053,ExPRSweb_Smoking_20116-2_PRSCS_MGI_20211120,Smoking status,1113832,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003054,ExPRSweb_Smoking_20160_LASSOSUM_MGI_20211120,Smoking status,595975,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003055,ExPRSweb_Smoking_20160_PT_MGI_20211120,Smoking status,8787,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003056,ExPRSweb_Smoking_20160_PLINK_MGI_20211120,Smoking status,14184,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003057,ExPRSweb_Smoking_20160_DBSLMM_MGI_20211120,Smoking status,7433494,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003058,ExPRSweb_Smoking_20160_PRSCS_MGI_20211120,Smoking status,1113832,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003059,ExPRSweb_Smoking_SmokingInitiation_LASSOSUM_MGI_20211120,Smoking status,641463,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003060,ExPRSweb_Smoking_SmokingInitiation_PT_MGI_20211120,Smoking status,8148,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003061,ExPRSweb_Smoking_SmokingInitiation_PLINK_MGI_20211120,Smoking status,15848,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003062,ExPRSweb_Smoking_SmokingInitiation_DBSLMM_MGI_20211120,Smoking status,355,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003063,ExPRSweb_Smoking_SmokingInitiation_PRSCS_MGI_20211120,Smoking status,1109786,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003064,ExPRSweb_Smoking_SmokingInitiation_LASSOSUM_UKB_20211120,Smoking status,642068,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003065,ExPRSweb_Smoking_SmokingInitiation_PT_UKB_20211120,Smoking status,17138,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
PGS003066,ExPRSweb_Smoking_SmokingInitiation_PLINK_UKB_20211120,Smoking status,39469,standard,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details.",Ma Y,Am J Hum Genet,2022
